dirty_customer,dirty_region,dirty_segment
Global Pulp & Paper Inc,N.E.,Food and Beverage
SEQUOIA WOOD PRODUCTS,N.E.,Recycle
ACME INDUSTRIAL CORP,Southeast,Pulp and Paper
  Sequoia Wood Products  ,intl,Chem Proc
Companyntinental Packaging Group,midwest,Chem Proc
global pulp & paper inc,South East,MINING
Global Pulp & Paper Inc,West,Chemical Processing
Global Pulp & Paper Inc,Northeastern,Wood Products
Acme Industrial Corp,INTL,Timber
  Global Pulp & Paper Inc  ,N.E.,Mining
Global Pulp & Paper In,South West,Wood
Global Pulp & Paper Inc,West Coast,Waste Management
BlueRidge  Manufacturing,Southwest,Paper
HEARTLAND PROCESSING CO,SW,Wood Products
ATLANTIC CHEMICAL PARTNERS,Northeast,Wood Products
Pacific Recycling LLC,West,Minerals
Pacific Recycling LLC,W,Paper
Heartland Processing Co,West,Mining & Extraction
Sequoia Wood Products,INTL,Pulp & Paper
Prairie Grain Handlers,West Coast,Mining
GLOBAL PULP & PAPER INC,south-west,Chem Proc
Pacific Recycling LLC,Pacific,Timber
  Global Pulp & Paper Inc  ,Pacific,pulp/paper
global pulp & paper inc,South West,Food and Beverage
Seqoia Wood Products,Midwest,Chemical Processing
Global Pulp & Paper Inc,South West,pulp/paper
Global Pulp & Paper Inc,Overseas,mining
Meridian Engineering Services,INTL,Wood Products
Global Pulp & Paper In,north-east,Recycle
Tidewater Chemical Co,Northeastern,Food & Beverage
Sequoia Wood Product,Global,mining
BlueRidge Manufacturin,Mid-West,chem
Cascade Paper Products,Intl.,recycling
Sequoia Wood Products,W,Timber
Sequoia Wood Products,south-west,Waste Management
Pacific Recycling LLC,SE,Lumber
Sequoia  Wood  Products,North East,Paper Products
Pacific Recycling LLC,north-east,mining
Global Pulp and Paper Inc,Mid-West,Timber
Global Pulp & Paper Inc,INTL,Wood Products
Ironworks Heavy Equipment,Intl.,Food & Beverage
Pacific Recycling LL,Midwest,Wood Products
Global Pulp & Paper Inc,N.E.,Wood Products
  Meridian Engineering Services  ,International,Chemicals
global pulp & paper inc,Northeastern,Recyc.
Sequoia  Wood  Products,N.E.,Lumber
Global Pulp & Paper Inc,Pacific,Recycling
Lakeside Pulp Mills,SW,Wood Products
SEQUOIA WOOD PRODUCTS,Intl.,Wood
Global Pulp & Paper Inc,NE,Recycle
Continental Packaging Group,Intl.,Timber
GLOBAL PULP & PAPER INC,Northeastern,Wood
  Global Pulp & Paper Inc  ,W,Chemical
  Global Pulp & Paper Inc  ,S.E.,Mining & Extraction
GLOBAL PULP & PAPER INC,North East,Minerals
Evergreen Forest Industries,North East,recycling
Pacific Recycling LLC,Intl.,Pulp and Paper
Continental Packaging Group,midwest,Lumber
Ironworks  Heavy  Equipment,INTL,Chemicals
Global Pulp & Paper Inc,NE,food & bev
Evergreen Forest Industries,Intl.,Lumber
  Global Pulp & Paper Inc  ,north-east,P&P
GLOBAL PULP & PAPER INC,N.E.,pulp/paper
MIDWEST STEEL WORKS,W,Chem Proc
Global Pulp & Paper Inc,Southwest,MINING
Global  Pulp  &  Paper  Inc,South West,Pulp and Paper
Global  Pulp  &  Paper  Inc,Southeast,Food and Beverage
Acme Industrial Corp,S.W.,Food and Beverage
Global Pulp & Paper In,south east,Wood
Global Pulp & Paper Incorporated,Southwest,F&B
Oakwood Materials Inc,intl,Food/Bev
GLOBAL PULP & PAPER INC,North East,Food and Beverage
  Pacific Recycling LLC  ,Southeastern,Timber
  Atlantic Chemical Partners  ,Southeastern,Chemical Processing
Pacific Recycling LLC,Overseas,Food & Beverage
Midwest Steel Work,INTL,P&P
Continental Packaging Group,Middle West,Food & Beverage
Pacific Recycling LLC,Southeastern,food & bev
Continental Packaging Group,north-east,Recycling
prairie grain handlers,INTL,Chemical Processing
  Tidewater Chemical Co  ,SW,Recycling
MIDWEST STEEL WORKS,SW,Timber
Global Pulp & Paper Inc,SW,Mining & Extraction
Continental  Packaging  Group,MW,Wood Products
GLOBAL PULP & PAPER INC,Northeastern,wood prod
Lakeside Pulp Mills,Pacific,Food & Beverage
Tidewater Chemical Company,Northeastern,Pulp & Paper
Evergreen Forest Industries,south-west,Lumber
Heartland Processing Company,N.E.,Recycling
ironworks heavy equipment,Midwest,Chem Proc
Global Pulp & Paper Inc,South East,MINING
cascade paper products,MW,wood prod
Acme Industrial Corp,West Coast,Minerals
Oakwood Materials Inc,South West,Recycle
Global Pulp & Paper Inc,N.E.,Food/Bev
Tidewater Chemical C,S.W.,Chem Proc
  Sequoia Wood Products  ,North East,Chem Proc
Pacific Recycling LLC,South West,Waste Management
Global Pulp & Paper Incorporated,S.E.,Chemical Processing
Global Pulp & Paper In,S.E.,Recyc.
Continental Packaging Group,W,Lumber
global pulp & paper inc,S.W.,Food and Beverage
evergreen forest industries,Global,Chemical
Global Pulp & Paper Inc,Mid-West,Timber
Global Pulp & Paper Inc,South East,Chem Proc
Oakwood Materials Inc,south-west,Chemicals
Global  Pulp  &  Paper  Inc,western,Chemical
Oakwood Materials Inc,south-west,Recycling
Global Pulp & Paper Inc,South West,Paper
Evergreen Forest Industries,Pacific,Pulp & Paper
Global Pulp & Paper Incorporated,Intl.,Recycle
Sequoia Wood Products,Southwest,Wood Products
Global Pulp & Paper In,midwest,Pulp & Paper
Pacific Recycling LLC,south-west,Lumber
Global  Pulp  &  Paper  Inc,Overseas,Paper
Northern Timber Co,Mid-West,Chemicals
Global Pulp & Paper Inc,North East,Chemical
Cascade Paper Products,MW,Pulp and Paper
IRONWORKS HEAVY EQUIPMENT,western,Chemical
Global  Pulp  &  Paper  Inc,MW,Recyc.
SEQUOIA WOOD PRODUCTS,S.W.,Food/Bev
Cascade  Paper  Products,South West,Waste Management
Pacific Recycling LLC,Pacific,pulp/paper
Lakeside Pulp Mills,South East,Mining
cascade paper products,SW,Recycling
Global Pulp & Paper Inc,Mid West,Food/Bev
global pulp & paper inc,Pacific,Pulp and Paper
GLOBAL PULP & PAPER INC,north-east,Paper Products
Global Pulp & Paper In,SE,Timber
Global Pulp & Paper In,SW,Lumber
GLOBAL PULP & PAPER INC,International,Paper
evergreen forest industries,Southeast,Paper Products
global pulp & paper inc,West Coast,Paper
Cascade Paper Products,north-east,Paper
Tidewater Chemical Co,Southeast,P&P
Midwest Steel Works,midwest,wood prod
SEQUOIA WOOD PRODUCTS,INTL,Food and Beverage
Evergreen Forest Industries,Midwest,Timber
Sequoia Wood Products,S.W.,Wood Products
Global Pulp & Paper In,N.E.,Recycle
Evergreen Forest Industries,midwest,Wood
PACIFIC RECYCLING LLC,W,Mining & Extraction
Global Pulp & Paper Inc,south-west,Lumber
Global Pulp and Paper Inc,South West,Mining
BlueRidge  Manufacturing,Overseas,Chemical
Continental Packaging Grou,South West,pulp/paper
Northern Timber Co,north-east,Mining
Global Pulp & Paper Inc,Middle West,F&B
Global  Pulp  &  Paper  Inc,North East,Pulp and Paper
  Evergreen Forest Industries  ,North East,recycling
Global Pulp & Paper Inc,intl,MINING
Continental  Packaging  Group,midwest,Chemicals
Cascade Paper Products,W,Paper Products
Sequoia Wood Products,midwest,chem
HEARTLAND PROCESSING CO,Overseas,wood prod
GLOBAL PULP & PAPER INC,Mid West,mining
Pacific Recycling LL,Middle West,Food and Beverage
Sequoia Wood Products,Middle West,Wood
summit mining enterprises,Southeastern,pulp/paper
Global Pulp & Paper Inc,International,Pulp & Paper
Sequoia Wood Product,Middle West,Food and Beverage
Global Pulp & Paper In,South West,P&P
Global Pulp & Paper Inc,Mid West,Paper Products
Acme Industrial Corp,Southwest,Recyc.
Pacific Recycling LLC,W,Chemical
Meridian Engineering Services,International,Wood Products
Ironworks Heavy Equipment,Overseas,Minerals
Northern Timber Co,south-west,Chemicals
  BlueRidge Manufacturing  ,SE,food & bev
Lakeside Pulp Mills,N.E.,Chemical
Global Pulp and Paper Inc,south-west,Paper Products
Redwood Fiber Solutions,Mid West,MINING
ironworks heavy equipment,MW,Chemical Processing
Oakwood Materials Inc,South West,Timber
Global  Pulp  &  Paper  Inc,intl,Recycling
GLOBAL PULP & PAPER INC,Overseas,MINING
prairie grain handlers,Southeast,Paper
Sequoia Wood Products,Southwest,Mining
  Global Pulp & Paper Inc  ,Southwest,F&B
Midwest Steel Work,SW,P&P
Global Pulp and Paper Inc,Southeast,Mining & Extraction
Global Pulp & Paper Inc,North East,Wood
Sequoia Wood Products,MW,Recycling
Evergreen Forest Industries,W,Food and Beverage
Global Pulp & Paper Inc,south east,Pulp and Paper
Midwest Steel Works,Mid West,Minerals
  Global Pulp & Paper Inc  ,Mid-West,Recyc.
sequoia wood products,W,Mining
Northern Timber Co,Southwest,Chem Proc
midwest steel works,Middle West,Chemical Processing
GLOBAL PULP & PAPER INC,western,Chem Proc
  Global Pulp & Paper Inc  ,intl,Wood
  Global Pulp & Paper Inc  ,Mid-West,Pulp & Paper
BlueRidge  Manufacturing,North East,Chemical Processing
Sequoia Wood Products,south-west,Pulp & Paper
Global Pulp & Paper Inc,South West,Chemicals
Global Pulp and Paper Inc,N.E.,Food/Bev
Global Pulp & Paper In,Global,Pulp and Paper
  Heartland Processing Co  ,West Coast,Chemical Processing
Global Pulp & Paper In,South East,Mining & Extraction
Global Pulp & Paper Inc,north-east,Wood Products
Global Pulp & Paper Inc,MW,Food/Bev
Ironworks  Heavy  Equipment,Mid-West,Food and Beverage
Global  Pulp  &  Paper  Inc,North East,MINING
  Prairie Grain Handlers  ,western,Paper Products
Global Pulp and Paper Inc,Intl.,Food and Beverage
Northern  Timber  Co,SW,Wood Products
Lakeside Pulp Mills,Midwest,Chemical Processing
midwest steel works,western,recycling
Global Pulp & Paper Incorporated,north-east,Waste Management
Prairie Grain Handlers,Middle West,F&B
Sequoia Wood Product,north-east,Pulp & Paper
Global  Pulp  &  Paper  Inc,International,Food and Beverage
Midwest Steel Works,W,Recycling
Atlantic Chemical Partner,Mid-West,Pulp & Paper
  Global Pulp & Paper Inc  ,Middle West,Paper
Global Pulp & Paper Inc,International,mining
Midwest Steel Work,MW,Timber
Global Pulp & Paper Incorporated,S.E.,Wood Products
Continental Packaging Group,Southwest,Wood Products
BlueRidge Manufacturing,south east,Chemicals
Ironworks Heavy Equipment,International,Paper Products
Lakeside Pulp Mills,S.W.,Pulp & Paper
Tidewater Chemical Co,SE,food & bev
BLUERIDGE MANUFACTURING,MW,Food & Beverage
cascade paper products,Pacific,pulp/paper
Prairie  Grain  Handlers,SW,Timber
Global Pulp & Paper Inc,Global,Chemical
Global Pulp & Paper In,W,Timber
Global Pulp & Paper Inc,Southeast,Chemicals
tidewater chemical co,midwest,Recycling
Global Pulp & Paper Inc,NE,Mining & Extraction
Global Pulp & Paper Incorporated,intl,Paper
Oakwood Materials Inc,intl,mining
GLOBAL PULP & PAPER INC,south-west,Mining & Extraction
Evergreen  Forest  Industries,Intl.,Lumber
Sequoia Wood Products,Pacific,Lumber
  Cascade Paper Products  ,Pacific,food & bev
Global  Pulp  &  Paper  Inc,S.W.,Timber
Tidewater Chemical Co,S.W.,F&B
Cascade  Paper  Products,Northeastern,Timber
Global Pulp & Paper Inc,south-west,Paper
Pacific Recycling L.L.C.,Southwest,P&P
Global Pulp & Paper In,Global,Minerals
  Global Pulp & Paper Inc  ,Global,Chemicals
Atlantic Chemical Partners,western,Wood
Sequoia Wood Products,Mid West,pulp/paper
Oakwood  Materials  Inc,SW,Recyc.
Global Pulp & Paper Incorporated,South East,Minerals
Global Pulp & Paper Incorporated,south-west,Minerals
Ironworks Heavy Equipment,Global,Pulp & Paper
GLOBAL PULP & PAPER INC,South East,Paper Products
Oakwood Materials Inc,Midwest,Chem Proc
Northern Timber Co,S.W.,pulp/paper
Global Pulp & Paper Incorporated,Mid-West,Mining
  Pacific Recycling LLC  ,south east,Paper
BLUERIDGE MANUFACTURING,Midwest,F&B
Midwest Steel Works,International,pulp/paper
Sequoia Wood Product,South East,Pulp & Paper
Redwood Fiber Solutions,N.E.,Timber
Global Pulp & Paper Inc,South West,Recyc.
  Ironworks Heavy Equipment  ,Mid-West,food & bev
global pulp & paper inc,Global,Recycling
Continental Packaging Group,Southwest,Chemical
Continental Packaging Grou,Pacific,Food/Bev
  Lakeside Pulp Mills  ,Southwest,P&P
GLOBAL PULP & PAPER INC,Northeast,Chemical Processing
Global Pulp & Paper Inc,Mid West,Chem Proc
cascade paper products,S.E.,P&P
Sequoia Wood Products,W,Chem Proc
Continental Packaging Group,West Coast,Chemicals
Lakeside Pulp Mill,S.E.,MINING
TIDEWATER CHEMICAL CO,S.W.,Chem Proc
SEQUOIA WOOD PRODUCTS,International,Chemicals
Acme Industrial Corp,INTL,Chemical Processing
Global Pulp and Paper Inc,south east,Pulp & Paper
Global  Pulp  &  Paper  Inc,Mid-West,wood prod
Global Pulp & Paper In,Mid West,P&P
CASCADE PAPER PRODUCTS,Pacific,Mining & Extraction
PACIFIC RECYCLING LLC,south-west,Chemical
Cascade  Paper  Products,Southeastern,Chem Proc
global pulp & paper inc,South East,Minerals
Ironworks  Heavy  Equipment,S.W.,Pulp & Paper
  Continental Packaging Group  ,North East,recycling
Pacific Recycling L.L.C.,West,Wood
Global Pulp & Paper Inc,SE,mining
  Global Pulp & Paper Inc  ,SW,Lumber
Evergreen Forest Industries,Global,Recycling
Global Pulp & Paper Inc,Global,Chemical Processing
Global Pulp & Paper Inc,Northeastern,F&B
Midwest Steel Works,S.W.,F&B
Pacific Recycling LLC,N.E.,Chemical Processing
BlueRidge Manufacturing,Global,Recycling
BlueRidge Manufacturing,West,Food/Bev
Sequoia Wood Products,SW,Mining & Extraction
BlueRidge Manufacturin,MW,Chemical
Acme Industrial Corporation,north-east,chem
Global Pulp & Paper Incorporated,Northeast,Chemical Processing
GLOBAL PULP & PAPER INC,Middle West,Wood Products
Acme Industrial Corp,Midwest,wood prod
global pulp & paper inc,INTL,Wood
Continental Packaging Group,International,Timber
global pulp & paper inc,Mid-West,Food and Beverage
Global Pulp and Paper Inc,NE,Paper
meridian engineering services,S.E.,mining
  Global Pulp & Paper Inc  ,midwest,chem
global pulp & paper inc,South West,Recycling
Midwest Steel Work,SE,Pulp and Paper
SEQUOIA WOOD PRODUCTS,Southeastern,food & bev
Global Pulp and Paper Inc,western,food & bev
Sequoia Wood Product,S.W.,Food/Bev
Global Pulp & Paper Incorporated,S.E.,Chem Proc
Midwest Steel Works,intl,recycling
global pulp & paper inc,Global,MINING
Tidewater Chemical Co,Mid West,wood prod
Lakeside Pulp Mills,West Coast,chem
Global Pulp & Paper In,north-east,Wood
Global Pulp & Paper Inc,International,Wood Products
Global Pulp & Paper Inc,SE,chem
Cascade Paper Product,South West,Mining & Extraction
Continental Packaging Group,SE,mining
  Atlantic Chemical Partners  ,NE,Pulp & Paper
  Global Pulp & Paper Inc  ,Southwest,Mining
Midwest Steel Works,north-east,Lumber
Global Pulp & Paper Inc,Southeastern,Paper
Global Pulp & Paper Inc,north-east,Chem Proc
Continental Packaging Group,North East,Lumber
Global Pulp & Paper Inc,West,Mining & Extraction
  Global Pulp & Paper Inc  ,Northeastern,Paper
  Global Pulp & Paper Inc  ,Southeast,Chemicals
cascade paper products,western,wood prod
Global  Pulp  &  Paper  Inc,SE,F&B
Global  Pulp  &  Paper  Inc,western,Minerals
Sequoia Wood Products,West,recycling
Midwest Steel Works,Global,Recyc.
Pacific  Recycling  LLC,Midwest,Chemical Processing
Heartland Processing Co,Pacific,Food and Beverage
Global Pulp & Paper In,International,Lumber
Global Pulp &Paper Inc,Global,food & bev
Tidewater Chemical C,NE,chem
BlueRidge Manufacturing,north-east,Pulp & Paper
Acme Industrial Corp,Overseas,Lumber
Cascade Paper Products,S.W.,Food/Bev
Global Pulp and Paper Inc,Northeast,Lumber
Acme Industrial Corp,SW,Wood
  Sequoia Wood Products  ,Middle West,Chemical
Global Pulp & Paper In,intl,Food/Bev
Global Pulp & Paper In,Midwest,Mining & Extraction
Evergreen Forest Industries,West,Lumber
Global Pulp and Paper Inc,Global,food & bev
global pulp & paper inc,Middle West,Paper Products
Northern Timber Co,MW,chem
Ironworks Heavy Equipmen,S.W.,food & bev
Global Pulp & Paper Inc,Northeastern,Chemicals
Sequoia Wood Products,western,Wood
Sequoia Wood Products,Southeast,Recyc.
Global Pulp & Paper Inc,S.E.,MINING
Atlantic Chemical Partners,Mid-West,Waste Management
Tidewater Chemical Co,Pacific,Pulp & Paper
GLOBAL PULP & PAPER INC,North East,chem
Acme Industrial Corp,MW,P&P
Global Pulp & Paper In,Global,pulp/paper
PRAIRIE GRAIN HANDLERS,S.E.,Wood Products
Sequoia Wood Products,Mid West,Food/Bev
Global  Pulp  &  Paper  Inc,Overseas,mining
Global Pulp and Paper Inc,midwest,food & bev
Midwest Steel Work,Southeastern,Minerals
Sequoia  Wood  Products,South West,MINING
Global Pulp & Paper Inc,INTL,Mining
Sequoia Wood Products,South East,Timber
Sequoia Wood Products,North East,Recycle
Sequoia Wood Product,SE,Food/Bev
Global Pulp & Paper In,S.E.,Chem Proc
Pacific Recycling LLC,Intl.,Chem Proc
Acme Industrial Corp,intl,Chem Proc
Sequoia Wood Products,western,Lumber
Global Pulp & Paper Incorporated,south east,Recycling
Global Pulp & Paper Inc,Pacific,Paper Products
Global Pulp and Paper Inc,North East,Food & Beverage
  Global Pulp & Paper Inc  ,NE,Lumber
Global Pulp and Paper Inc,Intl.,Recyc.
Sequoia Wood Product,SW,Food & Beverage
global pulp & paper inc,intl,Recycle
  Midwest Steel Works  ,Southeast,food & bev
Cascade Paper Products,Midwest,Wood
GLOBAL PULP & PAPER INC,Southeastern,Mining & Extraction
Sequoia Wood Products,Mid West,Timber
  Sequoia Wood Products  ,South East,Mining
Sequoia Wood Products,Northeast,Waste Management
Pacific Recycling LL,South West,Recycle
Pacific Recycling LLC,W,P&P
TIDEWATER CHEMICAL CO,Southwest,Paper Products
Global Pulp & Paper Inc,Southeast,mining
  Sequoia Wood Products  ,South West,Wood
Global Pulp & Paper In,West,Paper Products
Prairie Grain Handlers,INTL,Mining & Extraction
LAKESIDE PULP MILLS,Middle West,pulp/paper
Ironworks Heavy Equipment,Middle West,food & bev
global pulp & paper inc,West Coast,F&B
Tidewater Chemical Co,Southwest,mining
Pacific Recycling LLC,W,Mining & Extraction
Global Pulp & Paper Incorporated,western,Lumber
acme industrial corp,western,Chem Proc
GLOBAL PULP & PAPER INC,midwest,Minerals
Global Pulp & Paper Incorporated,Southeastern,chem
Global Pulp & Paper In,Middle West,Timber
Acme Industrial Companyrp,INTL,MINING
  Sequoia Wood Products  ,INTL,chem
Oakwood Materials Inc,South East,Paper Products
Global Pulp & Paper Inc,South East,Food/Bev
Acme Industrial Corp,intl,Food/Bev
Global Pulp & Paper Incorporated,Southeast,Lumber
ACME INDUSTRIAL CORP,Global,mining
Global Pulp & Paper Inc,W,MINING
Prairie Grain Handlers,Northeastern,Recycle
  Continental Packaging Group  ,Intl.,Chem Proc
  Sequoia Wood Products  ,Northeast,Waste Management
Global Pulp & Paper In,Northeast,food & bev
Cascade Paper Product,Pacific,Timber
Redwood Fiber Solutions,S.W.,Food & Beverage
Global  Pulp  &  Paper  Inc,SE,Chem Proc
Global Pulp & Paper Inc,West Coast,Chemical Processing
  Heartland Processing Co  ,Northeastern,Food & Beverage
Evergreen Forest Industries,W,Mining
Pacific Recycling LLC,South West,Food and Beverage
  Redwood Fiber Solutions  ,south east,Chem Proc
Global Pulp and Paper Inc,Midwest,Pulp and Paper
  Global Pulp & Paper Inc  ,Midwest,Lumber
